,anio,Mes,dia,viajes
131,2020,5.0,11,4722
132,2020,5.0,12,5239
133,2020,5.0,13,5319
134,2020,5.0,14,5324
135,2020,5.0,15,5735
136,2020,5.0,16,4306
137,2020,5.0,17,3748
138,2020,5.0,18,5181
139,2020,5.0,19,5583
140,2020,5.0,20,5036
141,2020,5.0,21,5210
142,2020,5.0,22,5384
143,2020,5.0,23,4435
144,2020,5.0,24,3950
145,2020,5.0,25,5807
146,2020,5.0,26,5848
147,2020,5.0,27,5636
148,2020,5.0,28,5358
149,2020,5.0,29,6264
150,2020,5.0,30,4715
151,2020,5.0,31,3264
152,2020,6.0,1,6151
153,2020,6.0,2,6408
154,2020,6.0,3,6275
155,2020,6.0,4,6274
156,2020,6.0,5,6720
157,2020,6.0,6,5165
158,2020,6.0,7,3963
159,2020,6.0,8,5480
160,2020,6.0,9,6088
161,2020,6.0,10,6553
162,2020,6.0,11,6234
163,2020,6.0,12,6752
164,2020,6.0,13,5410
165,2020,6.0,14,4584
166,2020,6.0,15,6695
167,2020,6.0,16,6964
168,2020,6.0,17,6861
169,2020,6.0,18,7025
170,2020,6.0,19,6880
171,2020,6.0,20,4667
172,2020,6.0,21,4210
173,2020,6.0,22,4903
174,2020,6.0,23,5638
175,2020,6.0,24,6341
176,2020,6.0,25,6112
177,2020,6.0,26,7282
178,2020,6.0,27,5723
179,2020,6.0,28,4780
180,2020,6.0,29,6133
181,2020,6.0,30,7463
182,2020,7.0,1,7358
183,2020,7.0,2,7997
184,2020,7.0,3,7383
185,2020,7.0,4,5720
186,2020,7.0,5,4242
187,2020,7.0,6,7288
188,2020,7.0,7,7416
189,2020,7.0,8,7727
190,2020,7.0,9,6926
191,2020,7.0,10,8510
192,2020,7.0,11,6679
193,2020,7.0,12,4976
194,2020,7.0,13,8137
195,2020,7.0,14,8389
196,2020,7.0,15,9016
197,2020,7.0,16,9018
198,2020,7.0,17,9019
199,2020,7.0,18,6637
200,2020,7.0,19,5964
201,2020,7.0,20,8669
202,2020,7.0,21,9235
203,2020,7.0,22,9397
204,2020,7.0,23,9441
205,2020,7.0,24,9709
206,2020,7.0,25,6717
207,2020,7.0,26,4991
208,2020,7.0,27,9317
209,2020,7.0,28,9871
210,2020,7.0,29,9291
211,2020,7.0,30,9140
212,2020,7.0,31,8632
213,2020,8.0,1,7129
214,2020,8.0,2,5539
215,2020,8.0,3,9247
216,2020,8.0,4,9222
217,2020,8.0,5,10420
218,2020,8.0,6,10069
219,2020,8.0,7,10363
220,2020,8.0,8,7100
221,2020,8.0,9,5438
222,2020,8.0,10,8701
223,2020,8.0,11,9737
224,2020,8.0,12,10051
225,2020,8.0,13,10204
226,2020,8.0,14,9128
227,2020,8.0,15,7159
228,2020,8.0,16,6114
229,2020,8.0,17,8541
230,2020,8.0,18,9586
231,2020,8.0,19,10111
232,2020,8.0,20,8977
233,2020,8.0,21,10804
234,2020,8.0,22,8156
235,2020,8.0,23,6226
236,2020,8.0,24,8033
237,2020,8.0,25,9844
238,2020,8.0,26,10025
239,2020,8.0,27,9341
240,2020,8.0,28,9358
241,2020,8.0,29,7163
242,2020,8.0,30,6429
243,2020,8.0,31,8722
244,2020,9.0,1,10443
245,2020,9.0,2,10730
246,2020,9.0,3,10464
247,2020,9.0,4,10341
248,2020,9.0,5,6833
249,2020,9.0,6,5946
250,2020,9.0,7,9430
251,2020,9.0,8,10088
252,2020,9.0,9,10973
253,2020,9.0,10,9362
254,2020,9.0,11,11090
255,2020,9.0,12,6859
256,2020,9.0,13,6345
257,2020,9.0,14,10383
258,2020,9.0,15,9281
259,2020,9.0,16,5114
260,2020,9.0,17,10779
261,2020,9.0,18,7400
262,2020,9.0,19,7281
263,2020,9.0,20,5612
264,2020,9.0,21,9853
265,2020,9.0,22,11576
266,2020,9.0,23,11631
267,2020,9.0,24,11278
268,2020,9.0,25,11262
269,2020,9.0,26,8480
270,2020,9.0,27,6600
271,2020,9.0,28,11406
272,2020,9.0,29,10130
273,2020,9.0,30,12034
274,2020,10.0,1,11747
275,2020,10.0,2,11627
276,2020,10.0,3,8679
277,2020,10.0,4,6853
278,2020,10.0,5,11183
279,2020,10.0,6,11643
280,2020,10.0,7,11591
281,2020,10.0,8,11980
282,2020,10.0,9,10811
283,2020,10.0,10,8841
284,2020,10.0,11,7153
285,2020,10.0,12,10710
286,2020,10.0,13,10724
287,2020,10.0,14,11477
288,2020,10.0,15,12339
289,2020,10.0,16,11917
290,2020,10.0,17,8810
291,2020,10.0,18,5759
292,2020,10.0,19,11156
293,2020,10.0,20,12022
294,2020,10.0,21,11813
295,2020,10.0,22,12014
296,2020,10.0,23,12102
297,2020,10.0,24,8390
298,2020,10.0,25,6982
299,2020,10.0,26,11153
300,2020,10.0,27,12069
301,2020,10.0,28,12023
302,2020,10.0,29,12001
303,2020,10.0,30,12146
304,2020,10.0,31,7868
305,2020,11.0,1,6059
306,2020,11.0,2,7815
307,2020,11.0,3,11048
308,2020,11.0,4,11187
309,2020,11.0,5,11263
310,2020,11.0,6,11516
311,2020,11.0,7,8192
312,2020,11.0,8,6575
313,2020,11.0,9,11157
314,2020,11.0,10,12084
315,2020,11.0,11,12122
316,2020,11.0,12,12046
317,2020,11.0,13,12023
318,2020,11.0,14,8030
319,2020,11.0,15,6041
320,2020,11.0,16,6602
321,2020,11.0,17,10951
322,2020,11.0,18,10638
323,2020,11.0,19,11352
324,2020,11.0,20,10447
325,2020,11.0,21,7829
326,2020,11.0,22,6513
327,2020,11.0,23,9967
328,2020,11.0,24,11377
329,2020,11.0,25,11287
330,2020,11.0,26,11396
331,2020,11.0,27,11707
332,2020,11.0,28,8141
333,2020,11.0,29,6414
334,2020,11.0,30,10238
335,2020,12.0,1,11461
336,2020,12.0,2,11531
337,2020,12.0,3,11358
338,2020,12.0,4,10833
339,2020,12.0,5,7870
340,2020,12.0,6,6352
341,2020,12.0,7,9875
342,2020,12.0,8,10852
343,2020,12.0,9,11021
344,2020,12.0,10,11156
345,2020,12.0,11,10596
346,2020,12.0,12,8243
347,2020,12.0,13,6466
348,2020,12.0,14,10244
349,2020,12.0,15,10846
350,2020,12.0,16,10979
351,2020,12.0,17,10472
352,2020,12.0,18,10928
353,2020,12.0,19,6229
354,2020,12.0,20,4780
355,2020,12.0,21,7527
356,2020,12.0,22,8043
357,2020,12.0,23,8047
358,2020,12.0,24,5333
359,2020,12.0,25,2519
360,2020,12.0,26,4377
361,2020,12.0,27,4038
362,2020,12.0,28,6468
363,2020,12.0,29,6555
364,2020,12.0,30,6826
365,2020,12.0,31,5135
