,anio,Mes,dia,viajes
204,2021,7.0,19,12014
205,2021,7.0,20,12124
206,2021,7.0,21,12402
207,2021,7.0,22,11869
208,2021,7.0,23,12771
209,2021,7.0,24,8435
210,2021,7.0,25,7689
211,2021,7.0,26,10567
212,2021,7.0,27,13261
213,2021,7.0,28,11967
214,2021,7.0,29,13171
215,2021,7.0,30,10624
216,2021,7.0,31,7548
217,2021,8.0,1,8062
218,2021,8.0,2,12358
219,2021,8.0,3,11616
220,2021,8.0,4,12200
221,2021,8.0,5,12231
222,2021,8.0,6,11568
223,2021,8.0,7,8248
224,2021,8.0,8,7033
225,2021,8.0,9,11498
226,2021,8.0,10,12455
227,2021,8.0,11,11774
228,2021,8.0,12,12762
229,2021,8.0,13,11952
230,2021,8.0,14,8482
231,2021,8.0,15,8723
232,2021,8.0,16,12709
233,2021,8.0,17,11963
234,2021,8.0,18,13432
235,2021,8.0,19,13436
236,2021,8.0,20,12779
237,2021,8.0,21,5159
238,2021,8.0,22,8254
239,2021,8.0,23,11660
240,2021,8.0,24,13080
241,2021,8.0,25,13836
242,2021,8.0,26,13483
243,2021,8.0,27,13101
244,2021,8.0,28,8769
245,2021,8.0,29,7535
246,2021,8.0,30,9572
247,2021,8.0,31,13469
248,2021,9.0,1,11128
249,2021,9.0,2,10108
250,2021,9.0,3,10803
251,2021,9.0,4,9229
252,2021,9.0,5,8228
253,2021,9.0,6,10896
254,2021,9.0,7,8833
255,2021,9.0,8,13019
256,2021,9.0,9,13940
257,2021,9.0,10,13654
258,2021,9.0,11,9063
259,2021,9.0,12,8266
260,2021,9.0,13,12963
261,2021,9.0,14,14517
262,2021,9.0,15,12676
263,2021,9.0,16,6018
264,2021,9.0,17,10016
265,2021,9.0,18,7904
266,2021,9.0,19,7901
267,2021,9.0,20,13436
268,2021,9.0,21,14928
269,2021,9.0,22,14682
270,2021,9.0,23,14490
271,2021,9.0,24,14405
272,2021,9.0,25,8682
273,2021,9.0,26,8985
274,2021,9.0,27,13278
275,2021,9.0,28,14729
276,2021,9.0,29,14718
277,2021,9.0,30,13759
278,2021,9.0,31,2
279,2021,10.0,1,12829
280,2021,10.0,2,9680
281,2021,10.0,3,8278
282,2021,10.0,4,14100
283,2021,10.0,5,12699
284,2021,10.0,6,13369
285,2021,10.0,7,14579
286,2021,10.0,8,14889
287,2021,10.0,9,9758
288,2021,10.0,10,9741
289,2021,10.0,11,14376
290,2021,10.0,12,15813
291,2021,10.0,13,16072
292,2021,10.0,14,15568
293,2021,10.0,15,15714
294,2021,10.0,16,9998
295,2021,10.0,17,9139
296,2021,10.0,18,14854
297,2021,10.0,19,16544
298,2021,10.0,20,16239
299,2021,10.0,21,15181
300,2021,10.0,22,15257
301,2021,10.0,23,10028
302,2021,10.0,24,9320
303,2021,10.0,25,15407
304,2021,10.0,26,16566
305,2021,10.0,27,16563
306,2021,10.0,28,15376
307,2021,10.0,29,16123
308,2021,10.0,30,10462
309,2021,10.0,31,10309
310,2021,11.0,1,13596
311,2021,11.0,2,12186
312,2021,11.0,3,17661
313,2021,11.0,4,16748
314,2021,11.0,5,16265
315,2021,11.0,6,10281
316,2021,11.0,7,9693
317,2021,11.0,8,15818
318,2021,11.0,9,17047
319,2021,11.0,10,17696
320,2021,11.0,11,17039
321,2021,11.0,12,16770
322,2021,11.0,13,9841
323,2021,11.0,14,9488
324,2021,11.0,15,9142
325,2021,11.0,16,16540
326,2021,11.0,17,16875
327,2021,11.0,18,16733
328,2021,11.0,19,16093
329,2021,11.0,20,10575
330,2021,11.0,21,9991
331,2021,11.0,22,15653
332,2021,11.0,23,17380
333,2021,11.0,24,17120
334,2021,11.0,25,16798
335,2021,11.0,26,17073
336,2021,11.0,27,10324
337,2021,11.0,28,9875
338,2021,11.0,29,16365
339,2021,11.0,30,17375
340,2021,11.0,31,3
341,2021,12.0,1,17891
342,2021,12.0,2,17446
343,2021,12.0,3,16898
344,2021,12.0,4,10282
345,2021,12.0,5,9633
346,2021,12.0,6,16549
347,2021,12.0,7,17914
348,2021,12.0,8,18354
349,2021,12.0,9,17625
350,2021,12.0,10,17122
351,2021,12.0,11,10613
352,2021,12.0,12,9605
353,2021,12.0,13,16380
354,2021,12.0,14,17787
355,2021,12.0,15,17880
356,2021,12.0,16,17828
357,2021,12.0,17,16976
358,2021,12.0,18,9991
359,2021,12.0,19,9185
360,2021,12.0,20,14472
361,2021,12.0,21,15281
362,2021,12.0,22,14681
363,2021,12.0,23,13378
364,2021,12.0,24,8199
365,2021,12.0,25,3747
366,2021,12.0,26,6775
367,2021,12.0,27,11078
368,2021,12.0,28,12057
369,2021,12.0,29,11486
370,2021,12.0,30,10891
371,2021,12.0,31,7869
