index,Dia,Mes,anio,precio_viaje
997,24,8,2021,794611.52
998,25,8,2021,474380.42
999,26,8,2021,834622.55
1000,27,8,2021,377374.96
1001,28,8,2021,325523.09
1002,29,8,2021,413830.76
1003,30,8,2021,399501.62
1004,31,8,2021,783347.42
1005,1,9,2021,560954.13
1006,2,9,2021,411881.07
1007,3,9,2021,655803.6799999999
1008,4,9,2021,320728.53
1009,5,9,2021,569049.5
1010,6,9,2021,701870.98
1011,7,9,2021,695166.08
1012,8,9,2021,947189.0
1013,9,9,2021,1056530.43
1014,10,9,2021,851607.53
1015,11,9,2021,685575.86
1016,12,9,2021,306809.94
1017,13,9,2021,437962.07
1018,14,9,2021,684702.0700000001
1019,15,9,2021,745419.44
1020,16,9,2021,360632.56
1021,17,9,2021,627115.1799999999
1022,18,9,2021,431562.61
1023,19,9,2021,662725.34
1024,20,9,2021,699366.98
1025,21,9,2021,324136.75
1026,22,9,2021,659387.13
1027,23,9,2021,587813.72
1028,24,9,2021,697917.2
1029,25,9,2021,571072.74
1030,26,9,2021,233023.0
1031,27,9,2021,898686.73
1032,28,9,2021,746169.8200000001
1033,29,9,2021,422109.43
1034,30,9,2021,624845.5700000001
1035,1,10,2021,339299.59
1036,2,10,2021,351616.75
1037,3,10,2021,596520.31
1038,4,10,2021,516092.28
1039,5,10,2021,341175.81
1040,6,10,2021,221321.1
1041,7,10,2021,419850.97
1042,8,10,2021,563570.61
1043,9,10,2021,557654.87
1044,10,10,2021,455327.2
1045,11,10,2021,524350.54
1046,12,10,2021,575964.65
1047,13,10,2021,573794.42
1048,14,10,2021,427303.15
1049,15,10,2021,630407.96
1050,16,10,2021,231673.31
1051,17,10,2021,449723.24
1052,18,10,2021,508364.11
1053,19,10,2021,384300.95
1054,20,10,2021,491426.49
1055,21,10,2021,672396.94
1056,22,10,2021,609902.91
1057,23,10,2021,124665.23
1058,24,10,2021,397803.95
1059,25,10,2021,460625.43
1060,26,10,2021,603656.45
1061,27,10,2021,327262.98
1062,28,10,2021,322142.54
1063,29,10,2021,496281.95
1064,30,10,2021,158370.29
1065,31,10,2021,365656.98
1066,1,11,2021,700204.22
1067,2,11,2021,202679.61
1068,3,11,2021,315268.37
1069,4,11,2021,230301.35
1070,5,11,2021,144443.25
1071,6,11,2021,150977.41999999998
1072,7,11,2021,223314.5
1073,8,11,2021,344583.35
1074,9,11,2021,264768.28
1075,10,11,2021,240334.82
1076,11,11,2021,140615.6
1077,12,11,2021,171166.77
1078,13,11,2021,189315.87
1079,14,11,2021,206139.91
1080,15,11,2021,213763.44
1081,16,11,2021,125639.8
1082,17,11,2021,303165.48
1083,18,11,2021,206863.97
1084,19,11,2021,216177.26
1085,20,11,2021,174004.41999999998
1086,21,11,2021,154484.0
1087,22,11,2021,158873.02
1088,23,11,2021,182488.43
1089,24,11,2021,195997.17
1090,25,11,2021,290010.69
1091,26,11,2021,239425.6
1092,27,11,2021,159439.75
1093,28,11,2021,144510.52
1094,29,11,2021,165972.21
1095,30,11,2021,111795.24
1096,1,12,2021,127533.7
1097,2,12,2021,196158.38
1098,3,12,2021,158743.8
1099,4,12,2021,119062.21
1100,5,12,2021,109632.62
1101,6,12,2021,104563.48
1102,7,12,2021,145822.94
1103,8,12,2021,177386.71
1104,9,12,2021,116005.95
1105,10,12,2021,125465.49
1106,11,12,2021,92853.45
1107,12,12,2021,107549.43
1108,13,12,2021,102759.6
1109,14,12,2021,123001.56
1110,15,12,2021,118410.77
1111,16,12,2021,122649.82
1112,17,12,2021,111531.98
1113,18,12,2021,83788.87
1114,19,12,2021,111362.69
1115,20,12,2021,92563.83
1116,21,12,2021,96481.58
1117,22,12,2021,92109.39
1118,23,12,2021,82648.37
1119,24,12,2021,68693.01
1120,25,12,2021,40206.71
1121,26,12,2021,77611.12
1122,27,12,2021,76808.05
1123,28,12,2021,82265.33
1124,29,12,2021,81531.53
1125,30,12,2021,73918.89
1126,31,12,2021,53396.6
