index,anio,Mes,dia,viajes
1008,2021,May,31,14186
1009,2021,Nov,1,13596
1010,2021,Nov,2,12186
1011,2021,Nov,3,17661
1012,2021,Nov,4,16748
1013,2021,Nov,5,16265
1014,2021,Nov,6,10281
1015,2021,Nov,7,9693
1016,2021,Nov,8,15818
1017,2021,Nov,9,17047
1018,2021,Nov,10,17696
1019,2021,Nov,11,17039
1020,2021,Nov,12,16770
1021,2021,Nov,13,9841
1022,2021,Nov,14,9488
1023,2021,Nov,15,9142
1024,2021,Nov,16,16540
1025,2021,Nov,17,16875
1026,2021,Nov,18,16733
1027,2021,Nov,19,16093
1028,2021,Nov,20,10575
1029,2021,Nov,21,9991
1030,2021,Nov,22,15653
1031,2021,Nov,23,17380
1032,2021,Nov,24,17120
1033,2021,Nov,25,16798
1034,2021,Nov,26,17073
1035,2021,Nov,27,10324
1036,2021,Nov,28,9875
1037,2021,Nov,29,16365
1038,2021,Nov,30,17375
1039,2021,Nov,31,3
1040,2021,Oct,1,12829
1041,2021,Oct,2,9680
1042,2021,Oct,3,8278
1043,2021,Oct,4,14100
1044,2021,Oct,5,12699
1045,2021,Oct,6,13369
1046,2021,Oct,7,14579
1047,2021,Oct,8,14889
1048,2021,Oct,9,9758
1049,2021,Oct,10,9741
1050,2021,Oct,11,14376
1051,2021,Oct,12,15813
1052,2021,Oct,13,16072
1053,2021,Oct,14,15568
1054,2021,Oct,15,15714
1055,2021,Oct,16,9998
1056,2021,Oct,17,9139
1057,2021,Oct,18,14854
1058,2021,Oct,19,16544
1059,2021,Oct,20,16239
1060,2021,Oct,21,15181
1061,2021,Oct,22,15257
1062,2021,Oct,23,10028
1063,2021,Oct,24,9320
1064,2021,Oct,25,15407
1065,2021,Oct,26,16566
1066,2021,Oct,27,16563
1067,2021,Oct,28,15376
1068,2021,Oct,29,16123
1069,2021,Oct,30,10462
1070,2021,Oct,31,10309
1071,2021,Sep,1,11128
1072,2021,Sep,2,10108
1073,2021,Sep,3,10803
1074,2021,Sep,4,9229
1075,2021,Sep,5,8228
1076,2021,Sep,6,10896
1077,2021,Sep,7,8833
1078,2021,Sep,8,13019
1079,2021,Sep,9,13940
1080,2021,Sep,10,13654
1081,2021,Sep,11,9063
1082,2021,Sep,12,8266
1083,2021,Sep,13,12963
1084,2021,Sep,14,14517
1085,2021,Sep,15,12676
1086,2021,Sep,16,6018
1087,2021,Sep,17,10016
1088,2021,Sep,18,7904
1089,2021,Sep,19,7901
1090,2021,Sep,20,13436
1091,2021,Sep,21,14928
1092,2021,Sep,22,14682
1093,2021,Sep,23,14490
1094,2021,Sep,24,14405
1095,2021,Sep,25,8682
1096,2021,Sep,26,8985
1097,2021,Sep,27,13278
1098,2021,Sep,28,14729
1099,2021,Sep,29,14718
1100,2021,Sep,30,13759
1101,2021,Sep,31,2
