,anio,Mes,Dia,location_dist
109,2019,3,30,2.355
110,2019,3,31,2.37
111,2019,4,1,2.45
112,2019,4,2,2.45
113,2019,4,3,2.44
114,2019,4,4,2.45
115,2019,4,5,2.43
116,2019,4,6,2.39
117,2019,4,7,2.43
118,2019,4,8,2.45
119,2019,4,9,2.45
120,2019,4,10,2.43
121,2019,4,11,2.39
122,2019,4,12,2.42
123,2019,4,13,2.39
124,2019,4,14,2.37
125,2019,4,15,2.45
126,2019,4,16,2.49
127,2019,4,17,2.43
128,2019,4,18,2.45
129,2019,4,19,2.36
130,2019,4,20,2.39
131,2019,4,21,2.39
132,2019,4,22,2.45
133,2019,4,23,2.44
134,2019,4,24,2.43
135,2019,4,25,2.39
136,2019,4,26,2.44
137,2019,4,27,2.145
138,2019,4,28,2.37
139,2019,4,29,2.45
140,2019,4,30,2.44
141,2019,5,1,2.39
142,2019,5,2,2.43
143,2019,5,3,2.44
144,2019,5,4,2.39
145,2019,5,5,2.31
146,2019,5,6,2.43
147,2019,5,7,2.45
148,2019,5,8,2.49
149,2019,5,9,2.44
150,2019,5,10,2.44
151,2019,5,11,2.37
152,2019,5,12,2.39
153,2019,5,13,2.43
154,2019,5,14,2.45
155,2019,5,15,2.45
156,2019,5,16,2.39
157,2019,5,17,2.39
158,2019,5,18,2.5
159,2019,5,19,2.39
160,2019,5,20,2.44
161,2019,5,21,2.44
162,2019,5,22,2.43
163,2019,5,23,2.44
164,2019,5,24,2.43
165,2019,5,25,2.38
166,2019,5,26,2.39
167,2019,5,27,2.45
168,2019,5,28,2.44
169,2019,5,29,2.45
170,2019,5,30,2.43
171,2019,5,31,2.44
172,2019,6,1,2.43
173,2019,6,2,2.44
174,2019,6,3,2.46
175,2019,6,4,2.39
176,2019,6,5,2.39
177,2019,6,6,2.39
178,2019,6,7,2.44
179,2019,6,8,2.425
180,2019,6,9,2.43
181,2019,6,10,2.39
182,2019,6,11,2.43
183,2019,6,12,2.44
184,2019,6,13,2.44
185,2019,6,14,2.43
186,2019,6,15,2.39
187,2019,6,16,2.39
188,2019,6,17,2.44
189,2019,6,18,2.44
190,2019,6,19,2.44
191,2019,6,20,2.44
192,2019,6,21,2.39
193,2019,6,22,2.39
194,2019,6,23,2.39
195,2019,6,24,2.43
196,2019,6,25,2.44
197,2019,6,26,2.43
198,2019,6,27,2.44
199,2019,6,28,2.38
200,2019,6,29,2.23
201,2019,6,30,2.36
202,2019,7,1,2.43
203,2019,7,2,2.5
204,2019,7,3,2.47
205,2019,7,4,2.42
206,2019,7,5,2.44
207,2019,7,6,2.37
208,2019,7,7,2.45
209,2019,7,8,2.42
210,2019,7,9,2.45
211,2019,7,10,2.44
212,2019,7,11,2.43
213,2019,7,12,2.43
214,2019,7,13,2.39
215,2019,7,14,2.29
216,2019,7,15,2.44
217,2019,7,16,2.39
218,2019,7,17,2.42
219,2019,7,18,2.38
220,2019,7,19,2.39
221,2019,7,20,2.39
222,2019,7,21,2.37
223,2019,7,22,2.39
224,2019,7,23,2.43
225,2019,7,24,2.44
226,2019,7,25,2.38
227,2019,7,26,2.38
228,2019,7,27,2.43
229,2019,7,28,2.39
230,2019,7,29,2.43
231,2019,7,30,2.44
232,2019,7,31,2.43
233,2019,8,1,2.44
234,2019,8,2,2.44
235,2019,8,3,2.37
236,2019,8,4,2.39
237,2019,8,5,2.44
238,2019,8,6,2.44
239,2019,8,7,2.44
240,2019,8,8,2.44
241,2019,8,9,2.45
242,2019,8,10,2.39
243,2019,8,11,2.44
244,2019,8,12,2.39
245,2019,8,13,2.44
246,2019,8,14,2.43
247,2019,8,15,2.435
248,2019,8,16,2.39
249,2019,8,17,2.43
250,2019,8,18,2.37
251,2019,8,19,2.45
252,2019,8,20,2.44
253,2019,8,21,2.49
254,2019,8,22,2.45
255,2019,8,23,2.44
256,2019,8,24,2.39
257,2019,8,25,2.39
258,2019,8,26,2.44
259,2019,8,27,2.39
260,2019,8,28,2.5
261,2019,8,29,2.46
262,2019,8,30,2.39
263,2019,8,31,2.39
264,2019,9,1,2.3449999999999998
265,2019,9,2,2.45
266,2019,9,3,2.49
267,2019,9,4,2.44
268,2019,9,5,2.44
269,2019,9,6,2.43
270,2019,9,7,2.44
271,2019,9,8,2.39
272,2019,9,9,2.44
273,2019,9,10,2.45
274,2019,9,11,2.44
275,2019,9,12,2.43
276,2019,9,13,2.39
277,2019,9,14,2.38
278,2019,9,15,2.32
279,2019,9,16,2.32
280,2019,9,17,2.45
281,2019,9,18,2.44
282,2019,9,19,2.44
283,2019,9,20,2.44
284,2019,9,21,2.39
285,2019,9,22,2.37
286,2019,9,23,2.45
287,2019,9,24,2.46
288,2019,9,25,2.45
289,2019,9,26,2.45
290,2019,9,27,2.44
291,2019,9,28,2.39
292,2019,9,29,2.32
293,2019,9,30,2.44
294,2019,10,1,2.45
295,2019,10,2,2.44
296,2019,10,3,2.43
297,2019,10,4,2.43
298,2019,10,5,2.36
299,2019,10,6,2.37
300,2019,10,7,2.43
301,2019,10,8,2.43
302,2019,10,9,2.44
303,2019,10,10,2.45
304,2019,10,11,2.44
305,2019,10,12,2.39
306,2019,10,13,2.39
307,2019,10,14,2.44
308,2019,10,15,2.44
309,2019,10,16,2.44
310,2019,10,17,2.44
311,2019,10,18,2.42
312,2019,10,19,2.39
313,2019,10,20,2.39
314,2019,10,21,2.44
315,2019,10,22,2.45
316,2019,10,23,2.45
317,2019,10,24,2.43
318,2019,10,25,2.43
319,2019,10,26,2.39
320,2019,10,27,2.33
321,2019,10,28,2.495
322,2019,10,29,2.49
323,2019,10,30,2.44
324,2019,10,31,2.45
325,2019,11,1,2.39
326,2019,11,2,2.33
327,2019,11,3,2.25
328,2019,11,4,2.49
329,2019,11,5,2.45
330,2019,11,6,2.45
331,2019,11,7,2.44
332,2019,11,8,2.44
333,2019,11,9,2.37
334,2019,11,10,2.37
335,2019,11,11,2.45
336,2019,11,12,2.46
337,2019,11,13,2.44
338,2019,11,14,2.44
339,2019,11,15,2.45
340,2019,11,16,2.37
341,2019,11,17,2.39
342,2019,11,18,2.44
343,2019,11,19,2.44
344,2019,11,20,2.44
345,2019,11,21,2.44
346,2019,11,22,2.45
347,2019,11,23,2.39
348,2019,11,24,2.39
349,2019,11,25,2.49
350,2019,11,26,2.44
351,2019,11,27,2.45
352,2019,11,28,2.45
353,2019,11,29,2.44
354,2019,11,30,2.37
355,2019,12,1,2.38
356,2019,12,2,2.45
357,2019,12,3,2.43
358,2019,12,4,2.46
359,2019,12,5,2.38
360,2019,12,6,2.43
361,2019,12,7,2.39
362,2019,12,8,2.29
363,2019,12,9,2.45
364,2019,12,10,2.39
365,2019,12,11,2.44
366,2019,12,12,2.45
367,2019,12,13,2.44
368,2019,12,14,2.39
369,2019,12,15,2.23
370,2019,12,16,2.37
371,2019,12,17,2.38
372,2019,12,18,2.37
373,2019,12,19,2.37
374,2019,12,20,2.37
375,2019,12,21,2.36
376,2019,12,22,2.25
377,2019,12,23,2.37
378,2019,12,24,2.33
379,2019,12,25,2.25
380,2019,12,26,2.37
381,2019,12,27,2.31
382,2019,12,28,2.3449999999999998
383,2019,12,29,2.39
384,2019,12,30,2.39
385,2019,12,31,2.36
