,anio,Mes,Dia,location_dist
179,2020,6,18,2.26
180,2020,6,19,2.285
181,2020,6,20,2.12
182,2020,6,21,2.18
183,2020,6,22,2.27
184,2020,6,23,2.26
185,2020,6,24,2.22
186,2020,6,25,2.25
187,2020,6,26,2.225
188,2020,6,27,2.3
189,2020,6,28,2.25
190,2020,6,29,2.27
191,2020,6,30,2.18
192,2020,7,1,2.21
193,2020,7,2,2.25
194,2020,7,3,2.27
195,2020,7,4,2.2
196,2020,7,5,2.24
197,2020,7,6,2.23
198,2020,7,7,2.22
199,2020,7,8,2.23
200,2020,7,9,2.22
201,2020,7,10,2.2
202,2020,7,11,2.23
203,2020,7,12,2.19
204,2020,7,13,2.23
205,2020,7,14,2.25
206,2020,7,15,2.23
207,2020,7,16,2.21
208,2020,7,17,2.2
209,2020,7,18,2.225
210,2020,7,19,2.22
211,2020,7,20,2.21
212,2020,7,21,2.22
213,2020,7,22,2.2
214,2020,7,23,2.26
215,2020,7,24,2.21
216,2020,7,25,2.21
217,2020,7,26,2.18
218,2020,7,27,2.21
219,2020,7,28,2.28
220,2020,7,29,2.24
221,2020,7,30,2.24
222,2020,7,31,2.2
223,2020,8,1,2.2
224,2020,8,2,2.22
225,2020,8,3,2.28
226,2020,8,4,2.27
227,2020,8,5,2.26
228,2020,8,6,2.23
229,2020,8,7,2.21
230,2020,8,8,2.29
231,2020,8,9,2.1950000000000003
232,2020,8,10,2.26
233,2020,8,11,2.25
234,2020,8,12,2.26
235,2020,8,13,2.31
236,2020,8,14,2.27
237,2020,8,15,2.25
238,2020,8,16,2.19
239,2020,8,17,2.25
240,2020,8,18,2.22
241,2020,8,19,2.22
242,2020,8,20,2.23
243,2020,8,21,2.21
244,2020,8,22,2.22
245,2020,8,23,2.24
246,2020,8,24,2.28
247,2020,8,25,2.26
248,2020,8,26,2.23
249,2020,8,27,2.25
250,2020,8,28,2.22
251,2020,8,29,2.23
252,2020,8,30,2.22
253,2020,8,31,2.26
254,2020,9,1,2.285
255,2020,9,2,2.25
256,2020,9,3,2.27
257,2020,9,4,2.3
258,2020,9,5,2.16
259,2020,9,6,2.22
260,2020,9,7,2.34
261,2020,9,8,2.27
262,2020,9,9,2.3
263,2020,9,10,2.23
264,2020,9,11,2.26
265,2020,9,12,2.24
266,2020,9,13,2.27
267,2020,9,14,2.27
268,2020,9,15,2.24
269,2020,9,16,2.26
270,2020,9,17,2.25
271,2020,9,18,2.19
272,2020,9,19,2.17
273,2020,9,20,2.24
274,2020,9,21,2.25
275,2020,9,22,2.28
276,2020,9,23,2.24
277,2020,9,24,2.21
278,2020,9,25,2.25
279,2020,9,26,2.27
280,2020,9,27,2.22
281,2020,9,28,2.28
282,2020,9,29,2.26
283,2020,9,30,2.25
284,2020,10,1,2.28
285,2020,10,2,2.25
286,2020,10,3,2.22
287,2020,10,4,2.2
288,2020,10,5,2.31
289,2020,10,6,2.24
290,2020,10,7,2.25
291,2020,10,8,2.27
292,2020,10,9,2.21
293,2020,10,10,2.23
294,2020,10,11,2.26
295,2020,10,12,2.23
296,2020,10,13,2.25
297,2020,10,14,2.21
298,2020,10,15,2.27
299,2020,10,16,2.23
300,2020,10,17,2.21
301,2020,10,18,2.27
302,2020,10,19,2.28
303,2020,10,20,2.27
304,2020,10,21,2.26
305,2020,10,22,2.3
306,2020,10,23,2.29
307,2020,10,24,2.21
308,2020,10,25,2.29
309,2020,10,26,2.28
310,2020,10,27,2.26
311,2020,10,28,2.27
312,2020,10,29,2.26
313,2020,10,30,2.23
314,2020,10,31,2.28
315,2020,11,1,2.3
316,2020,11,2,2.24
317,2020,11,3,2.3
318,2020,11,4,2.29
319,2020,11,5,2.3
320,2020,11,6,2.32
321,2020,11,7,2.23
322,2020,11,8,2.28
323,2020,11,9,2.29
324,2020,11,10,2.25
325,2020,11,11,2.29
326,2020,11,12,2.23
327,2020,11,13,2.24
328,2020,11,14,2.24
329,2020,11,15,2.25
330,2020,11,16,2.26
331,2020,11,17,2.25
332,2020,11,18,2.25
333,2020,11,19,2.24
334,2020,11,20,2.24
335,2020,11,21,2.25
336,2020,11,22,2.18
337,2020,11,23,2.27
338,2020,11,24,2.26
339,2020,11,25,2.24
340,2020,11,26,2.24
341,2020,11,27,2.28
342,2020,11,28,2.25
343,2020,11,29,2.26
344,2020,11,30,2.23
345,2020,12,1,2.44
346,2020,12,2,2.37
347,2020,12,3,2.44
348,2020,12,4,2.455
349,2020,12,5,2.39
350,2020,12,6,2.37
351,2020,12,7,2.415
352,2020,12,8,2.39
353,2020,12,9,2.44
354,2020,12,10,2.39
355,2020,12,11,2.39
356,2020,12,12,2.38
357,2020,12,13,2.38
358,2020,12,14,2.42
359,2020,12,15,2.45
360,2020,12,16,2.42
361,2020,12,17,2.45
362,2020,12,18,2.39
363,2020,12,19,2.39
364,2020,12,20,2.38
365,2020,12,21,2.46
366,2020,12,22,2.37
367,2020,12,23,2.39
368,2020,12,24,2.37
369,2020,12,25,2.42
370,2020,12,26,2.39
371,2020,12,27,2.39
372,2020,12,28,2.39
373,2020,12,29,2.42
374,2020,12,30,2.37
375,2020,12,31,2.33
