,Dia,Mes,anio,precio_viaje
177,14,12,2021,123001.56
178,15,1,2021,305666.91000000003
179,15,2,2021,872386.87
180,15,3,2021,493954.29000000004
181,15,4,2021,825280.56
182,15,5,2021,662021.05
183,15,6,2021,573206.44
184,15,7,2021,446659.35
185,15,8,2021,516280.58
186,15,9,2021,745419.44
187,15,10,2021,630407.96
188,15,11,2021,213763.44
189,15,12,2020,288948.0
190,15,12,2021,118410.77
191,16,1,2021,380506.97
192,16,2,2021,632486.09
193,16,3,2021,421022.36
194,16,4,2021,525156.85
195,16,5,2021,619018.01
196,16,6,2021,1127562.57
197,16,7,2021,848761.81
198,16,8,2021,572792.8200000001
199,16,9,2021,360632.56
200,16,10,2021,231673.31
201,16,11,2021,125639.8
202,16,12,2020,88528.0
203,16,12,2021,122649.82
204,17,1,2021,132242.75
205,17,2,2021,345972.99
206,17,3,2021,791546.08
207,17,4,2021,886612.81
208,17,5,2021,508433.52
209,17,6,2021,699823.14
210,17,7,2021,348345.53
211,17,8,2021,985760.83
212,17,9,2021,627115.1799999999
213,17,10,2021,449723.24
214,17,11,2021,303165.48
215,17,12,2021,111531.98
216,18,1,2021,358202.77
217,18,2,2021,241091.53
218,18,3,2021,850548.88
219,18,4,2021,488353.89
220,18,5,2021,412515.3
221,18,6,2021,974421.35
222,18,7,2021,441860.23
223,18,8,2021,323152.29000000004
224,18,9,2021,431562.61
225,18,10,2021,508364.11
226,18,11,2021,206863.97
227,18,12,2020,102520.0
228,18,12,2021,83788.87
229,19,1,2021,283197.62
230,19,2,2021,516634.47
231,19,3,2021,659899.19
232,19,4,2021,719811.56
233,19,5,2021,761143.78
234,19,6,2021,572803.77
235,19,7,2021,408172.95
236,19,8,2021,744452.37
237,19,9,2021,662725.34
238,19,10,2021,384300.95
239,19,11,2021,216177.26
240,19,12,2020,265320.0
241,19,12,2021,111362.69
242,20,1,2021,174561.75
243,20,2,2021,449458.0
244,20,3,2021,562669.48
245,20,4,2021,491364.83
246,20,5,2021,707478.74
247,20,6,2021,555203.64
248,20,7,2021,247572.9
249,20,8,2021,746358.46
250,20,9,2021,699366.98
251,20,10,2021,491426.49
252,20,11,2021,174004.41999999998
253,20,12,2020,302280.0
254,20,12,2021,92563.83
255,21,1,2021,437931.82
256,21,2,2021,340087.18
257,21,3,2021,408640.31
258,21,4,2021,1005079.14
259,21,5,2021,833378.29
260,21,6,2021,795798.67
261,21,7,2021,809101.47
262,21,8,2021,170814.64
263,21,9,2021,324136.75
264,21,10,2021,672396.94
265,21,11,2021,154484.0
266,21,12,2020,75988.0
267,21,12,2021,96481.58
268,22,1,2021,484455.15
269,22,2,2021,507613.19
270,22,3,2021,427504.33999999997
271,22,4,2021,484808.52
272,22,5,2021,329059.21
273,22,6,2021,574302.48
274,22,7,2021,596815.46
275,22,8,2021,536665.81
276,22,9,2021,659387.13
277,22,10,2021,609902.91
278,22,11,2021,158873.02
279,22,12,2020,92708.0
280,22,12,2021,92109.39
281,23,1,2021,442022.65
282,23,2,2021,399124.94
283,23,3,2021,768960.42
284,23,4,2021,550237.4299999999
285,23,5,2021,154980.74
286,23,6,2021,810482.5
287,23,7,2021,725208.9
288,23,8,2021,410445.56
289,23,9,2021,587813.72
290,23,10,2021,124665.23
291,23,11,2021,182488.43
292,23,12,2021,82648.37
293,24,1,2021,253333.7
294,24,2,2021,519802.43
295,24,3,2021,752122.73
296,24,4,2021,370241.97
297,24,5,2021,186926.28
298,24,6,2021,611468.59
299,24,7,2021,162722.83000000002
300,24,8,2021,794611.52
301,24,9,2021,697917.2
302,24,10,2021,397803.95
303,24,11,2021,195997.16999999998
304,24,12,2020,172480.0
305,24,12,2021,68693.01
306,25,1,2021,285530.26
307,25,2,2021,778654.56
308,25,3,2021,558538.1
309,25,4,2021,337873.3
310,25,5,2021,739816.96
311,25,6,2021,487447.76
312,25,7,2021,330495.39
313,25,8,2021,474380.42
314,25,9,2021,571072.74
315,25,10,2021,460625.43
316,25,11,2021,290010.69
317,25,12,2021,40206.71
318,26,1,2021,373164.6
319,26,2,2021,647271.5700000001
320,26,3,2021,737721.19
321,26,4,2021,653209.72
322,26,5,2021,528457.1799999999
323,26,6,2021,234665.8
324,26,7,2021,752236.04
325,26,8,2021,834622.55
326,26,9,2021,233023.0
327,26,10,2021,603656.45
328,26,11,2021,239425.6
329,26,12,2021,77611.12
330,27,1,2021,242132.33000000002
331,27,2,2021,281510.27
332,27,3,2021,383970.83999999997
333,27,4,2021,538121.1
334,27,5,2021,334887.26
335,27,6,2021,287635.43
336,27,7,2021,810232.0700000001
337,27,8,2021,377374.95999999996
338,27,9,2021,898686.73
339,27,10,2021,327262.98
340,27,11,2021,159439.75
341,27,12,2021,76808.05
342,28,1,2021,428736.0
343,28,2,2021,478246.99
344,28,3,2021,236071.96
345,28,4,2021,633013.91
346,28,5,2021,231780.29
347,28,6,2021,553916.91
348,28,7,2021,549559.4299999999
349,28,8,2021,325523.08999999997
350,28,9,2021,746169.8200000001
351,28,10,2021,322142.54
352,28,11,2021,144510.52
353,28,12,2020,166496.0
354,28,12,2021,82265.33
355,29,1,2021,484661.86
356,29,3,2021,723623.72
357,29,4,2021,637444.51
358,29,5,2021,293360.56
359,29,6,2021,342245.99
360,29,7,2021,535583.81
361,29,8,2021,413830.76
362,29,9,2021,422109.43
363,29,10,2021,496281.95
364,29,11,2021,165972.21
365,29,12,2020,92884.0
366,29,12,2021,81531.53
367,30,1,2021,346645.95
368,30,3,2021,821934.81
369,30,4,2021,615254.28
370,30,5,2021,364846.39
371,30,6,2021,708091.21
372,30,7,2021,288681.97
373,30,8,2021,399501.62
374,30,9,2021,624845.5700000001
375,30,10,2021,158370.29
376,30,11,2021,111795.24
377,30,12,2020,123684.0
378,30,12,2021,73918.89
379,31,1,2021,641399.56
380,31,3,2021,515856.5
381,31,5,2021,255524.89
382,31,7,2021,198904.44
383,31,8,2021,783347.42
384,31,10,2021,365656.98
385,31,12,2020,147605.34
386,31,12,2021,53396.6
