,anio,Mes,Dia,time_delta
137,2020,5,17,14.17
138,2020,5,18,11.93
139,2020,5,19,12.05
140,2020,5,20,11.98
141,2020,5,21,11.95
142,2020,5,22,12.22
143,2020,5,23,12.88
144,2020,5,24,15.22
145,2020,5,25,12.12
146,2020,5,26,12.13
147,2020,5,27,11.93
148,2020,5,28,11.95
149,2020,5,29,12.15
150,2020,5,30,12.93
151,2020,5,31,14.28
152,2020,6,1,11.83
153,2020,6,2,12.3
154,2020,6,3,12.274999999999999
155,2020,6,4,12.47
156,2020,6,5,12.61
157,2020,6,6,14.28
158,2020,6,7,15.1
159,2020,6,8,12.37
160,2020,6,9,12.11
161,2020,6,10,12.53
162,2020,6,11,12.48
163,2020,6,12,12.54
164,2020,6,13,13.55
165,2020,6,14,15.55
166,2020,6,15,12.25
167,2020,6,16,12.48
168,2020,6,17,12.25
169,2020,6,18,12.4
170,2020,6,19,12.58
171,2020,6,20,13.48
172,2020,6,21,15.3
173,2020,6,22,12.18
174,2020,6,23,12.075
175,2020,6,24,11.83
176,2020,6,25,12.12
177,2020,6,26,12.8
178,2020,6,27,14.13
179,2020,6,28,15.27
180,2020,6,29,12.07
181,2020,6,30,12.43
182,2020,7,1,11.95
183,2020,7,2,12.2
184,2020,7,3,12.38
185,2020,7,4,13.1
186,2020,7,5,14.7
187,2020,7,6,11.95
188,2020,7,7,12.0
189,2020,7,8,11.92
190,2020,7,9,11.62
191,2020,7,10,12.55
192,2020,7,11,13.48
193,2020,7,12,14.34
194,2020,7,13,12.27
195,2020,7,14,11.93
196,2020,7,15,12.37
197,2020,7,16,12.32
198,2020,7,17,12.53
199,2020,7,18,13.53
200,2020,7,19,15.0
201,2020,7,20,12.27
202,2020,7,21,12.23
203,2020,7,22,12.22
204,2020,7,23,12.33
205,2020,7,24,12.35
206,2020,7,25,13.22
207,2020,7,26,14.17
208,2020,7,27,12.15
209,2020,7,28,11.98
210,2020,7,29,11.73
211,2020,7,30,12.024999999999999
212,2020,7,31,11.97
213,2020,8,1,13.4
214,2020,8,2,14.91
215,2020,8,3,11.73
216,2020,8,4,11.87
217,2020,8,5,12.07
218,2020,8,6,12.02
219,2020,8,7,12.55
220,2020,8,8,13.7
221,2020,8,9,14.77
222,2020,8,10,11.85
223,2020,8,11,12.03
224,2020,8,12,12.16
225,2020,8,13,12.45
226,2020,8,14,12.43
227,2020,8,15,13.15
228,2020,8,16,14.27
229,2020,8,17,11.95
230,2020,8,18,12.07
231,2020,8,19,12.06
232,2020,8,20,11.85
233,2020,8,21,12.67
234,2020,8,22,13.83
235,2020,8,23,14.0
236,2020,8,24,11.48
237,2020,8,25,11.73
238,2020,8,26,12.15
239,2020,8,27,11.82
240,2020,8,28,12.27
241,2020,8,29,13.43
242,2020,8,30,14.57
243,2020,8,31,12.25
244,2020,9,1,12.4
245,2020,9,2,12.25
246,2020,9,3,12.48
247,2020,9,4,12.55
248,2020,9,5,13.2
249,2020,9,6,14.575
250,2020,9,7,12.03
251,2020,9,8,12.0
252,2020,9,9,11.88
253,2020,9,10,12.05
254,2020,9,11,12.38
255,2020,9,12,13.63
256,2020,9,13,14.63
257,2020,9,14,11.92
258,2020,9,15,11.73
259,2020,9,16,12.78
260,2020,9,17,12.22
261,2020,9,18,11.75
262,2020,9,19,13.37
263,2020,9,20,14.3
264,2020,9,21,11.85
265,2020,9,22,12.05
266,2020,9,23,11.93
267,2020,9,24,11.87
268,2020,9,25,11.92
269,2020,9,26,13.38
270,2020,9,27,14.2
271,2020,9,28,12.02
272,2020,9,29,11.57
273,2020,9,30,11.88
274,2020,10,1,12.02
275,2020,10,2,12.18
276,2020,10,3,13.25
277,2020,10,4,13.9
278,2020,10,5,11.8
279,2020,10,6,11.82
280,2020,10,7,11.95
281,2020,10,8,11.85
282,2020,10,9,11.77
283,2020,10,10,12.97
284,2020,10,11,14.5
285,2020,10,12,11.52
286,2020,10,13,11.52
287,2020,10,14,11.66
288,2020,10,15,12.02
289,2020,10,16,11.96
290,2020,10,17,13.3
291,2020,10,18,14.07
292,2020,10,19,11.83
293,2020,10,20,11.62
294,2020,10,21,11.87
295,2020,10,22,11.82
296,2020,10,23,12.4
297,2020,10,24,13.14
298,2020,10,25,14.25
299,2020,10,26,11.62
300,2020,10,27,11.7
301,2020,10,28,11.75
302,2020,10,29,11.93
303,2020,10,30,12.15
304,2020,10,31,12.97
305,2020,11,1,13.7
306,2020,11,2,11.58
307,2020,11,3,11.35
308,2020,11,4,11.33
309,2020,11,5,11.53
310,2020,11,6,11.7
311,2020,11,7,12.75
312,2020,11,8,13.53
313,2020,11,9,11.35
314,2020,11,10,11.42
315,2020,11,11,11.43
316,2020,11,12,11.47
317,2020,11,13,11.8
318,2020,11,14,12.725000000000001
319,2020,11,15,13.54
320,2020,11,16,12.3
321,2020,11,17,10.97
322,2020,11,18,11.15
323,2020,11,19,11.48
324,2020,11,20,11.48
325,2020,11,21,12.62
326,2020,11,22,13.18
327,2020,11,23,11.47
328,2020,11,24,11.47
329,2020,11,25,11.75
330,2020,11,26,11.6
331,2020,11,27,11.76
332,2020,11,28,13.05
333,2020,11,29,13.38
334,2020,11,30,11.0
335,2020,12,1,11.5
336,2020,12,2,11.53
337,2020,12,3,11.48
338,2020,12,4,12.42
339,2020,12,5,12.97
340,2020,12,6,13.3
341,2020,12,7,11.274999999999999
342,2020,12,8,11.53
343,2020,12,9,11.72
344,2020,12,10,11.7
345,2020,12,11,11.92
346,2020,12,12,13.07
347,2020,12,13,13.48
348,2020,12,14,11.59
349,2020,12,15,11.68
350,2020,12,16,11.88
351,2020,12,17,11.625
352,2020,12,18,11.97
353,2020,12,19,13.62
354,2020,12,20,14.47
355,2020,12,21,11.8
356,2020,12,22,12.18
357,2020,12,23,12.56
358,2020,12,24,12.0
359,2020,12,25,15.58
360,2020,12,26,14.5
361,2020,12,27,15.14
362,2020,12,28,12.77
363,2020,12,29,12.57
364,2020,12,30,12.1
365,2020,12,31,12.274999999999999
