,anio,Mes,Dia,location_dist
345,2020,12,1,12124.96
346,2020,12,2,11670.82
347,2020,12,3,11673.13
348,2020,12,4,10818.63
349,2020,12,5,7920.83
350,2020,12,6,6241.48
351,2020,12,7,10073.9
352,2020,12,8,10718.0
353,2020,12,9,11105.17
354,2020,12,10,11210.03
355,2020,12,11,10666.84
356,2020,12,12,8363.84
357,2020,12,13,6239.43
358,2020,12,14,10205.43
359,2020,12,15,11130.1
360,2020,12,16,11247.5
361,2020,12,17,10748.81
362,2020,12,18,10863.54
363,2020,12,19,6051.68
364,2020,12,20,4466.75
365,2020,12,21,7746.58
366,2020,12,22,7986.26
367,2020,12,23,8130.25
368,2020,12,24,5363.52
369,2020,12,25,2447.07
370,2020,12,26,4316.6
371,2020,12,27,3889.9
372,2020,12,28,6677.94
373,2020,12,29,6687.67
374,2020,12,30,6865.81
375,2020,12,31,5101.78
