,anio,Mes,Dia,location_dist
318,2019,10,25,27721.34
319,2019,10,26,11458.11
320,2019,10,27,8505.72
321,2019,10,28,29108.5
322,2019,10,29,32560.02
323,2019,10,30,26082.49
324,2019,10,31,28914.48
325,2019,11,1,23874.09
326,2019,11,2,9348.52
327,2019,11,3,9011.07
328,2019,11,4,30502.93
329,2019,11,5,28210.49
330,2019,11,6,32414.5
331,2019,11,7,32036.99
332,2019,11,8,30984.45
333,2019,11,9,16359.04
334,2019,11,10,10500.37
335,2019,11,11,30013.54
336,2019,11,12,32473.69
337,2019,11,13,31682.21
338,2019,11,14,30500.39
339,2019,11,15,29364.04
340,2019,11,16,12028.24
341,2019,11,17,8506.97
342,2019,11,18,9906.51
343,2019,11,19,29768.76
344,2019,11,20,32226.47
345,2019,11,21,30891.67
346,2019,11,22,30072.11
347,2019,11,23,11459.08
348,2019,11,24,10442.93
349,2019,11,25,31012.43
350,2019,11,26,32443.16
351,2019,11,27,33072.87
352,2019,11,28,31630.71
353,2019,11,29,30543.01
354,2019,11,30,13122.36
355,2019,12,1,10756.6
356,2019,12,2,29745.53
357,2019,12,3,31363.57
358,2019,12,4,31309.34
359,2019,12,5,30934.17
360,2019,12,6,29362.27
361,2019,12,7,12527.9
362,2019,12,8,9041.75
363,2019,12,9,29973.45
364,2019,12,10,31657.24
365,2019,12,11,29759.82
366,2019,12,12,25561.97
367,2019,12,13,27676.54
368,2019,12,14,12652.12
369,2019,12,15,9407.2
370,2019,12,16,27011.37
371,2019,12,17,27386.49
372,2019,12,18,25153.64
373,2019,12,19,24815.67
374,2019,12,20,23214.0
375,2019,12,21,10656.73
376,2019,12,22,6344.07
377,2019,12,23,17822.38
378,2019,12,24,10304.7
379,2019,12,25,3238.63
380,2019,12,26,15243.26
381,2019,12,27,15161.84
382,2019,12,28,7651.01
383,2019,12,29,6586.44
384,2019,12,30,14795.41
385,2019,12,31,9766.15
