,viaje,location_dist
310,348-3,1.9157093738129702
312,9-3,3.0939115939681
313,222-2,1.0646682262936
315,79-4,1.8725096770511014
316,283-1,1.0701268871559857
317,271-1,2.3916238984515177
318,233-1,2.549304305973963
319,180-1,1.48088430121559
320,231-4,3.805004043435917
321,161-3,1.280188458642902
323,167-2,3.669400480077406
324,232-1,0.8753018957802355
325,162-4,3.4638563868584558
327,154-2,2.709085946499593
328,440-1,7.003530078681886
329,19-1,6.6943326584072445
330,226-2,2.9328257778426137
331,97-2,1.746352870143373
332,304-2,2.0747785059345794
334,88-1,4.7197853315395735
335,476-4,2.7125551807476262
338,190-2,4.682972236868851
341,253-3,3.1400183343241617
343,408-3,2.4124709081312443
344,288-2,1.9967118609775025
345,392-4,6.437349648234128
346,365-3,4.129365171960569
347,287-4,2.687878658115395
349,340-3,7.916950652288591
350,190-3,3.6105580074943666
352,311-2,2.028349521036726
353,49-1,5.321530837355409
354,347-2,6.065106123271761
356,258-3,1.802137682746007
357,445-3,3.9910427860841486
358,46-4,6.709001767865268
359,327-4,4.7450371902843775
361,221-1,1.2322861633264746
362,205-2,7.756710488591254
364,107-1,1.8496643359196678
365,352-3,0.6390932179398705
366,129-1,1.1273608921052758
369,390-3,0.7027472787743604
372,466-1,1.7644538712416764
373,168-3,2.1126238793587855
374,173-4,6.744132157455304
375,397-3,2.468198836796151
376,404-2,4.070476909001708
377,169-1,3.2573394263525146
379,58-1,7.065185629408409
380,165-1,0.9078320459521796
383,122-1,2.969175185311212
387,408-2,4.139957212247522
388,292-2,0.4900629648423817
389,239-2,2.396716448003276
390,327-1,1.1721202926073826
391,396-4,2.5283449152927795
392,353-3,2.5195453164800163
393,448-1,6.538520005626424
397,145-4,1.7712260420386714
399,292-3,1.8589233203258917
400,359-4,3.037781372627478
401,136-4,5.544353364887428
402,384-3,5.17465584776156
403,200-4,1.076733175733743
406,161-1,1.4632747658133147
408,186-1,2.5631002279319053
409,182-2,3.4241099328185194
410,44-1,1.448062157795237
412,466-2,4.0292550062531465
413,245-4,2.07269051163771
414,175-2,4.412712216050859
416,155-4,1.5051677403718349
417,133-3,4.076170505375266
419,239-4,6.99218283400703
420,206-2,2.3123309939498093
421,284-3,1.2143614265686908
423,280-3,6.906787621668539
424,249-2,3.633514500639063
425,168-1,2.8651304829634787
426,339-3,4.422889384455207
428,73-1,3.2193522061435846
431,416-3,4.236739267464957
433,393-3,5.019263793828955
434,162-3,2.5550611978281865
436,36-1,3.639959340258802
439,136-2,3.12238615043577
440,253-2,1.702013936017566
441,315-1,6.791495825297861
443,99-2,4.234299078418768
444,17-1,0.8519715903769454
445,50-1,1.1707525269110828
448,315-3,1.5115748417072472
450,41-1,3.697637130344888
452,32-3,0.8723541157033566
453,242-1,6.494947046785322
454,438-3,0.9052390963319362
456,144-1,1.7823763630818026
457,106-1,2.0911235447259062
459,413-4,3.9860779920640477
460,309-2,7.319715108088688
462,195-1,1.5646860247171046
463,18-2,3.6966691101371354
464,438-1,4.93778037747416
466,278-3,0.6660991879748898
467,187-2,3.852619123479968
474,139-4,2.3252152731830362
475,335-1,6.145684186983731
476,374-3,1.8522129561766156
479,195-2,1.274766645205156
480,257-2,2.5194124606797006
482,95-2,0.7872890139588014
483,391-3,1.3296516502116356
487,322-3,4.8305731822509665
489,82-2,3.302972149885393
491,117-1,0.9256818324753212
492,432-1,4.970335751577755
494,423-3,3.6629081856758496
495,141-4,2.292442071798926
498,248-2,7.066941544334624
499,47-4,2.185442163124524
501,175-1,7.929920144471944
502,254-4,2.552566517301083
504,25-1,8.259396797879173
506,257-1,3.550146539275735
507,32-1,7.090897239264269
510,263-1,4.438638856535866
513,132-2,2.715891128092633
514,391-1,3.028543849923403
516,148-4,7.592136305922667
517,317-4,2.461423687093295
520,72-3,7.667610356991559
526,196-2,2.11710991250941
528,426-4,2.238364766377569
529,245-2,2.9637413772178625
532,215-2,0.6670810292958577
533,360-3,3.938256512482518
534,242-4,6.673253360918429
542,200-2,0.6914201286083245
545,131-1,6.484459035835179
548,184-1,1.2436773655623086
550,460-2,4.162053882900782
553,17-4,1.738640378007246
555,236-2,6.105194996540793
558,38-2,6.901868145550342
560,69-1,3.1979120425228107
561,143-2,4.316394141694418
564,419-4,2.6614738962229962
565,110-1,1.1557390488300312
568,398-3,4.843169487547073
572,298-2,4.458463577523754
576,118-2,4.4652243238581395
577,178-4,0.7005037202785762
580,272-1,1.1991623702920697
581,164-3,2.944041676899186
582,346-3,1.879493199274453
583,336-2,0.8031464675152316
586,21-1,3.3751605535895086
588,39-1,2.089329424521321
589,167-3,2.587669914948984
591,38-1,3.87969301865779
592,121-1,0.7038881077947347
593,75-2,4.92708356173149
596,166-1,3.1372080488901357
597,258-1,6.217381513313956
599,296-1,1.4633907140347362
600,303-2,5.715627547315509
602,466-4,1.1854576857481938
603,297-1,5.842041421484072
605,410-4,6.579789293508641
606,135-4,1.966941436907281
607,288-1,4.230764086585285
609,470-1,3.856120904928748
610,434-4,4.872469101150066
613,41-2,3.2036138856359853
614,28-1,2.313251841059296
616,282-1,2.2022850036685107
618,385-3,7.5328868669984805
621,276-1,1.2074539667686128
622,155-2,2.7075295009517086
624,314-2,6.988945861194166
625,180-3,1.308520994215273
627,276-4,3.7810397376115303
629,172-1,2.5535210228520655
630,365-2,1.7304426280944165
635,307-2,0.6444297900631213
636,439-4,2.6522364104245875
642,325-3,4.413324533487777
646,67-1,0.7123401244601201
652,140-1,6.258931287210788
654,234-1,4.791439530779487
655,72-1,1.0921861422632508
660,382-2,1.719819181724801
661,450-2,4.165504220238553
663,130-2,3.8551237393958577
668,388-3,5.846277767266667
669,61-1,1.463194514405464
671,299-2,0.9101122806146641
672,11-2,1.6636464431502713
680,31-2,1.8184500810896445
683,289-3,4.122766746532248
685,100-1,5.0559713957444945
687,128-1,2.405703360761901
688,313-1,1.7165787079657733
689,293-4,0.9984623891973342
691,241-2,2.1426137104071254
692,28-2,2.6204379309884493
693,401-4,1.070218333208007
695,19-2,6.284646546178687
696,290-1,6.258394300726669
697,135-2,1.2781167656563064
698,191-2,0.4951161111332998
699,457-2,6.7717937235221655
700,296-4,1.728813758718988
703,438-4,3.7321612364685945
704,450-4,3.723972555653376
705,47-3,4.704427994553537
706,166-3,2.293114417273381
710,312-3,2.958335117503374
714,462-2,3.7352903408824423
716,467-4,6.450728634831482
717,240-2,5.8647309420422635
718,193-2,3.5257800922185862
719,178-1,0.9368022057324977
723,291-1,2.879056257173886
725,112-1,0.9790888348951412
727,405-1,6.029178945470843
728,26-1,6.636515362255276
731,106-2,0.34248472075456693
734,390-4,6.236046603617111
739,56-1,4.368894567238725
742,118-3,0.9903354855333949
745,79-1,5.638491362662907
746,114-4,0.8379972111874451
747,69-3,4.230594797311749
749,155-1,1.39322264499284
750,24-1,1.218380023197237
752,86-2,1.6629021403604192
754,286-2,6.594449384106073
757,33-1,1.7129809411791215
760,275-1,1.4106799764446232
761,311-1,1.4853475326250585
762,376-1,5.3847401061842675
763,103-1,2.77892681526936
764,295-1,3.9215983709719064
767,472-1,2.726212899571263
773,323-3,0.0
776,119-4,6.043690566807768
779,103-2,7.307930678275138
780,64-1,4.136980542225544
785,260-4,1.8607188765268818
786,238-1,3.505110585180988
787,404-1,0.34248472075456693
789,449-2,6.339724606101626
790,448-4,6.891217376649452
797,439-3,7.587404076509084
800,192-1,1.181505866089526
801,475-2,2.061696813535801
806,443-1,2.82674734060895
811,10-1,0.0
812,284-2,2.9075983390927087
816,405-2,0.5861414783686701
817,311-4,7.28048478645347
818,190-4,6.792138905802438
819,313-2,2.893766549141989
824,53-1,2.242151385915396
827,345-3,6.291806095117597
828,99-4,5.956924658912765
831,156-1,1.9264643307470606
832,208-1,7.511833245290084
834,428-3,2.7889527235743006
843,266-2,3.0500348939947606
849,7-2,3.0366340414212294
850,290-4,3.677400986646175
851,442-4,5.281029533498699
856,126-1,0.8975075669479061
857,330-3,6.779524800941958
858,10-3,2.1369042637442606
861,412-4,6.433523283286045
863,81-3,1.419955335266613
864,147-3,4.075943457810039
865,159-2,2.99097192801087
867,263-2,5.234991453780083
869,73-3,2.605800508351326
870,20-1,4.032514736876022
871,338-3,2.597691140831953
875,12-1,4.824626429812017
876,280-2,6.060444185546067
878,402-3,1.9331357504113345
880,342-3,1.2518632067632587
887,194-4,4.011053710908032
893,134-3,6.569656134212494
894,92-1,2.6521655795908736
897,116-4,1.1321486707348816
898,465-2,5.497652146601801
902,293-2,0.9481098940777171
906,23-2,7.977969200102748
911,128-2,3.6166268083428084
913,299-1,6.135953339023868
916,390-2,1.3137197529026874
917,208-2,6.156304633952436
919,427-4,3.3561802098448363
921,20-4,1.4191556015830067
922,142-2,3.2964628827602303
926,286-1,1.559208927784459
928,308-3,2.9837177438915523
933,137-1,6.516813466106121
935,58-2,1.5817424967747673
936,321-1,2.490532786620854
944,370-3,7.1245629054800395
947,391-4,4.802590155890797
948,93-2,2.7375078714396346
950,420-2,2.3344654177921544
951,222-4,2.6551249777338293
955,463-2,5.718004780532811
959,455-1,1.261521379814805
962,321-2,1.4903573289871104
963,21-4,4.784709267591956
964,186-2,2.156737744695926
965,24-3,1.18081906932659
971,312-1,4.045111908513342
972,238-2,1.4310722687537512
982,313-3,4.957216447978999
987,50-4,2.5338204647865075
990,266-1,1.959969043661606
994,26-2,1.6733640506981269
1003,304-3,5.723752118549282
1004,386-2,5.733381410742334
1008,70-2,1.6193907141068462
1009,237-2,1.1573680502830601
1018,319-3,6.474735817979738
1021,251-2,6.129948049207184
1024,331-3,7.0370159296417585
1025,250-1,1.8198311333393948
1027,40-3,1.4051896714099001
1028,65-1,2.750155711539206
1031,67-4,6.764828684286176
1037,30-4,0.6552273555647982
1038,372-4,0.6069256344040853
1043,179-1,4.379475262454398
1045,279-4,2.7625135812285704
1048,181-1,3.9395373374401736
1051,192-2,5.394028713975698
1053,175-4,5.189568850138869
1054,327-2,3.526124865086083
1057,455-2,4.5767976215220685
1058,16-1,6.759900046758283
1063,323-2,2.513079323817629
1066,83-1,0.9693121515347685
1071,74-1,1.5533024450354436
1073,220-2,1.8883810079238947
1075,403-4,2.8709812589184436
1079,124-2,5.8739630602383635
1085,231-2,2.435253915232704
1086,341-2,5.265208603028102
1091,279-1,4.311164448480793
1098,120-4,0.8774891265262398
1099,366-2,2.4202655498463437
1102,210-1,2.626002206326172
1103,404-4,3.07204732205823
1104,138-2,3.237467115461803
1111,285-3,6.988869507732217
1112,157-1,3.136621115077599
1113,459-2,6.283037474720585
1117,320-2,4.750941571187506
1121,212-2,4.974008859425793
1124,370-2,1.7458841815485564
1125,91-1,2.654281382971473
1127,183-2,2.6658463764959723
1129,61-2,1.9290700034260237
1130,134-2,6.319086707262611
1138,53-2,2.9045854579782815
1139,429-4,6.819407908558769
1140,359-2,3.666587873564448
1142,260-3,8.005098889850872
1153,20-2,0.5417030564049934
1157,176-2,7.3517838587726185
1158,257-4,5.004330351291787
1159,407-4,1.5259101926171064
1164,40-1,3.5381589842270817
1168,449-1,2.94508932559134
1170,281-2,8.0726752465889
1171,86-3,1.4617243423080022
1174,259-2,2.741583328323622
1180,255-4,6.021584202253944
1182,307-4,5.025732348072782
1186,64-3,4.488757288340663
1187,35-3,0.6377877725973418
1192,325-2,1.6009726331447862
1193,17-2,2.011113114912741
1195,151-3,5.189691409308655
1198,125-4,2.254024779548383
1201,59-1,1.1468449324169012
1202,296-2,7.688853478435457
1203,288-4,6.230197091165564
1206,70-4,7.738540707470417
1207,326-4,4.814778382235228
1209,141-1,4.320323290701458
1211,123-1,6.985392303748148
1220,244-2,1.1060382433917897
1223,1-4,4.76022046972789
1227,189-3,0.7076521980467975
1228,148-1,7.704978994378367
1230,171-1,2.155735327167105
1232,310-1,2.6101001652777955
1235,77-1,0.4648926411492925
1242,377-3,1.2792710401833929
1246,116-1,7.799357597462484
1247,329-2,1.4654454596785418
1248,173-3,1.8761161881426005
1249,114-1,3.5218137962926974
1251,170-4,0.9788360664978899
1252,281-3,3.24122301029604
1253,118-1,5.791696585645863
1254,217-2,4.41643654118835
1256,293-1,1.786676898627769
1257,96-1,5.506886112200336
1258,455-4,1.9705293153215568
1260,322-2,5.90376772657647
1263,319-2,2.503115809574996
1266,7-1,2.3455211932423716
1268,467-1,3.626860093178108
1270,369-2,1.421856264048292
1271,121-3,4.043809392258557
1274,113-1,2.742789844610599
1276,34-3,2.307523818746502
1281,126-2,4.092085379199841
1282,300-3,1.9244541567712787
1287,291-2,1.2645196476310647
1289,128-4,6.21863245993804
1290,80-4,3.4779420923297364
1295,251-1,1.8124806020581317
1297,237-3,3.0521855614924425
1298,445-4,1.5392564656331513
1304,52-3,7.6334765439546395
1306,190-1,2.7605888374391494
1308,186-3,3.3237477600783696
1309,296-3,1.2182822199689123
1314,315-2,2.452047128429243
1321,310-3,6.720389674072986
1322,2-1,4.60764107601694
1324,274-4,1.1691850572346467
1327,56-2,2.830880840620663
1328,41-3,3.661576994499102
1337,325-1,4.0477242156108195
1339,223-1,3.6043431045841485
1340,160-4,0.874474933410607
1344,45-4,2.404945160310072
1347,107-2,2.7101900924313056
1348,395-4,0.42435497579699943
1349,379-2,4.9527115259173025
1350,115-1,1.778954450587996
1353,85-3,0.9671569452783579
1354,385-1,1.8336667716851045
1362,253-4,1.3420159319016338
1365,62-1,2.355540304093379
1369,66-1,3.874224448066232
1374,283-2,4.634188792004347
1380,208-4,1.9527403105428676
1386,287-3,1.9671109509072502
1387,264-2,5.474845754359396
1388,226-1,2.047853654521015
1393,434-2,4.435239918536169
1394,331-2,6.667597428369675
1395,84-3,3.351725530126609
1400,260-1,2.1086259173163704
1408,398-2,4.460971357686633
1411,259-1,6.254068959077912
1413,458-4,8.22199627038366
1416,269-1,7.780036780804018
1418,402-4,2.5013709401041173
1422,356-1,0.5315970470839095
1432,104-1,2.2730668914343797
1437,102-1,5.712603738219672
1439,341-3,7.035894448022286
1440,124-4,2.0135913482423606
1442,141-3,1.1511195429668906
1444,227-4,6.952436773316754
1447,234-2,7.402823511370823
1454,15-1,1.620199759470636
1455,342-2,1.901817483049225
1456,368-1,7.0036987660089
1460,382-3,7.488223713592214
1464,311-3,2.0172095988882135
1466,268-2,6.68385389771262
1467,468-2,2.4356033457568977
1468,387-3,3.375759358390605
1469,238-3,5.644359159522455
1474,416-4,5.045038665003813
1486,145-2,6.372404175801851
1487,405-3,1.7307407541582358
1488,435-3,5.207158079108686
1489,109-1,3.895094924519638
1491,299-3,0.5007858964585036
1493,376-3,2.242650998168105
1497,277-2,2.083471158822834
1512,23-1,5.408737605080979
1516,354-4,3.0674373486830278
1521,193-1,4.943244566795372
1523,350-1,0.9235651986592259
1529,256-4,2.006223812177795
1541,460-4,6.662652848982911
1551,443-4,5.207399430752989
1552,175-3,4.101045972051352
1556,37-2,2.670916243676627
1562,256-1,3.3043842202734433
1573,60-4,2.8848288280508676
1574,136-3,2.1223991288818875
1575,400-3,3.1652994548509894
1581,233-2,1.1434116850044362
1584,272-2,4.153199077250457
1590,45-1,7.529692343385754
1591,32-4,1.863064792519159
1594,302-4,1.4949239522705227
1608,45-2,7.8700217941239305
1609,23-3,1.503966453086619
1610,341-4,2.6360983948561403
1613,198-2,2.869505967767847
1617,281-1,6.347866664811602
1629,422-2,1.235655464477815
1635,211-1,0.29206912599249496
1639,148-2,3.974886151866545
1640,215-1,2.5020939328479397
1643,374-4,2.7777444291722544
1649,9-4,7.646267684959572
1654,471-1,6.51053773952988
1662,34-4,2.3208418005769396
1663,2-2,7.377410445905538
1665,251-4,1.1178228935049717
1668,76-1,0.8280709419238488
1669,394-4,5.528862607849236
1670,453-4,2.3084646165890734
1671,351-1,6.777851746821791
1672,409-3,0.8289256748356542
1682,295-3,2.066869018605103
1687,153-1,1.3625643693487428
1690,318-3,3.6890974585593166
1695,9-1,3.8005120660347886
1700,213-2,6.4677651558184595
1707,210-4,3.457019219584331
1708,292-4,6.897982118833836
1718,467-2,1.1438922619776069
1723,476-2,0.8386869226395446
1724,384-2,5.49926900722346
1728,406-4,4.4260796735615955
1734,436-1,5.114898962035584
1736,60-2,3.7197192217418693
1747,425-4,0.31386927500396733
1748,463-4,1.0734162928823292
1751,425-3,0.31610224438702655
1754,284-1,1.628668972206901
1758,437-3,7.216642152291347
1762,457-4,4.692111752907949
1765,469-4,6.547951946352859
1767,477-2,2.855794983323805
1772,258-4,4.939644886171664
1774,11-4,7.836700677841574
1780,31-1,7.320935622109946
1782,105-1,1.055980198314187
1786,202-2,6.9252468458852565
1791,237-1,2.4359172498561654
1795,453-1,5.194051084951736
1797,247-2,2.630050509646514
1799,109-4,4.200538164221008
1804,465-4,8.15889666339819
1805,3-3,1.7749608766117655
1809,447-2,5.164757624560449
1812,464-2,0.9411722009688563
1816,435-2,3.496432636344033
1830,397-1,1.4073190581479844
1838,16-2,2.3049839486410724
1840,421-3,2.468814214881139
1845,424-4,7.1319155410693575
1850,479-3,3.293159250833521
1854,421-4,0.6161305288845216
1856,323-1,5.804917811915299
1863,380-4,5.540397133800061
1865,10-4,6.051435651360654
1866,58-3,2.6171807645437735
1869,5-1,1.218892404282608
1875,329-1,5.410805308125853
1880,365-1,5.452024758496639
1896,361-3,4.140794459100798
1899,290-3,3.5965831401205466
1908,305-1,7.082582758181911
1910,37-3,2.753773503161162
1955,434-3,2.4565059574807067
1970,442-1,0.681640453271836
1971,74-3,5.978574028666536
1976,379-3,6.510029646863114
1979,96-2,6.240483905739962
1993,265-1,4.786335454502192
1995,112-2,2.810374457924597
1997,447-4,1.5671269490295108
1999,3-1,0.5296970712612874
2003,139-2,2.4917744879827
2005,36-2,1.456775896296397
2008,174-4,0.7793018088459567
2015,418-4,3.123786931437215
2017,138-4,1.2515711072763813
2018,422-4,1.1562184697757631
2027,353-1,0.23617180252946068
2037,403-3,3.0563397171093234
2043,464-1,1.2121874647215445
2044,279-2,0.3033410664919282
2046,360-4,1.1428893227070374
2048,108-1,2.642046560990558
2057,235-1,0.0
2058,326-1,2.179293797203691
2065,450-1,1.8937486130859846
2070,252-2,1.6115265602068165
2071,398-1,1.0013604051615324
2075,140-2,2.235796726759847
2081,50-2,0.9448487721152016
2083,375-4,2.1271132594514888
2086,385-2,1.4824362346371387
2092,369-4,0.559953410220792
2098,117-4,2.176186066703982
2107,287-2,2.5376646920207198
2109,464-4,1.6647964972121188
2111,36-3,1.3886254189851805
2120,335-3,1.0802858984915802
2127,431-4,0.0
2133,71-3,0.0
2144,280-1,0.6942850020871457
2146,154-3,2.1133522490083108
2151,303-3,3.6011071412481575
2156,4-2,0.7773457083331508
2160,395-3,0.5580560892138523
2163,338-4,0.4809796261855837
2169,359-1,4.107152614125841
2177,49-2,0.711963305847933
2190,479-2,1.4274980955863017
2197,315-4,5.591361747253157
2198,477-1,0.6444156889264804
2201,301-1,2.5327689736224
2203,68-2,0.3305264452848607
2207,356-4,2.384328095395082
2220,196-4,0.0
2243,288-3,2.110226041538051
2249,368-4,1.7272655174749632
2255,261-2,3.159385409482092
2257,146-2,1.0432820926060045
2258,419-3,3.870438540113418
2269,261-1,2.9445830777180726
2274,141-2,2.910299075543376
2281,283-3,6.143485536633324
2283,416-2,0.0
2284,48-2,0.6377439800390433
2287,188-1,0.0
2289,80-3,1.4960341467240446
2292,451-4,1.2809926533965765
2302,343-3,1.2737634427732631
2306,461-2,1.7497649429229216
2309,64-2,1.9471330898845614
2310,133-4,0.0
2319,30-2,2.214446949780121
2322,286-4,1.2057906874212947
2323,129-2,1.530386755995162
2326,189-1,1.9253018901862236
2335,442-3,2.9784111259127437
2338,393-4,0.0
2347,384-4,1.279880442370024
2348,40-4,0.13813763216278685
2352,269-2,0.8696015649676712
2362,108-4,1.7141022380563768
2367,440-3,4.076389799235787
2371,389-4,0.7321613885831243
2375,449-3,2.842821043383515
2379,444-3,0.2873723264600923
2381,474-2,0.549220493550044
2385,372-1,2.6859930555351466
2386,414-4,3.6800732320706686
2398,87-2,0.04130791079106488
2404,219-2,0.08279823803395471
2412,4-3,2.517024636355137
2416,178-3,2.0050823616107114
2425,422-3,1.026087817594764
2429,389-3,0.9668273782227534
2431,297-4,2.0744698205018777
2432,474-4,3.0786963159469316
2434,255-2,2.5477980568113003
2439,229-2,6.891247663479375
2440,459-4,0.40800125871544035
2441,454-4,6.433681996987856
2446,77-3,2.9561498315315995
2455,49-4,3.7892892587045544
2466,394-3,0.702016358528686
2468,230-2,1.0861205633328013
2474,204-4,1.3296516502116356
2476,185-4,2.842298680293136
2496,168-4,0.7259643683538854
2497,324-3,0.0
2505,462-4,0.549220493550044
2513,297-2,2.1605009392043506
2519,240-1,1.7808269529905012
2521,282-2,1.2102954945684645
2523,108-2,3.1618665531069583
