,anio,Mes,dia,viajes
90,2021,Mar,29,11652
91,2021,Mar,30,12271
92,2021,Mar,31,12282
93,2021,Apr,1,9026
94,2021,Apr,2,7745
95,2021,Apr,3,7761
96,2021,Apr,4,7667
97,2021,Apr,5,11657
98,2021,Apr,6,12282
99,2021,Apr,7,13311
100,2021,Apr,8,12843
101,2021,Apr,9,12274
102,2021,Apr,10,9551
103,2021,Apr,11,8859
104,2021,Apr,12,12231
105,2021,Apr,13,12502
106,2021,Apr,14,13565
107,2021,Apr,15,13610
108,2021,Apr,16,13633
109,2021,Apr,17,9846
110,2021,Apr,18,9026
111,2021,Apr,19,13010
112,2021,Apr,20,14174
113,2021,Apr,21,13724
114,2021,Apr,22,13891
115,2021,Apr,23,13924
116,2021,Apr,24,8970
117,2021,Apr,25,8685
118,2021,Apr,26,13238
119,2021,Apr,27,13132
120,2021,Apr,28,12760
121,2021,Apr,29,13629
122,2021,Apr,30,13699
123,2021,Apr,31,3
124,2021,May,1,9485
125,2021,May,2,8763
126,2021,May,3,13701
127,2021,May,4,14409
128,2021,May,5,10668
129,2021,May,6,14409
130,2021,May,7,14602
131,2021,May,8,9798
132,2021,May,9,8203
133,2021,May,10,11636
134,2021,May,11,13124
135,2021,May,12,12439
136,2021,May,13,14053
137,2021,May,14,13533
138,2021,May,15,9255
139,2021,May,16,8274
140,2021,May,17,12212
141,2021,May,18,13046
142,2021,May,19,14478
143,2021,May,20,14380
144,2021,May,21,14308
145,2021,May,22,9803
146,2021,May,23,8996
147,2021,May,24,12310
148,2021,May,25,13617
149,2021,May,26,14587
150,2021,May,27,15014
151,2021,May,28,14349
152,2021,May,29,9719
153,2021,May,30,9183
154,2021,May,31,14186
155,2021,Jun,1,14812
156,2021,Jun,2,13151
157,2021,Jun,3,12495
158,2021,Jun,4,12340
159,2021,Jun,5,9751
160,2021,Jun,6,9596
161,2021,Jun,7,14537
162,2021,Jun,8,14570
163,2021,Jun,9,13379
164,2021,Jun,10,14748
165,2021,Jun,11,13763
166,2021,Jun,12,8701
167,2021,Jun,13,8009
168,2021,Jun,14,12994
169,2021,Jun,15,15522
170,2021,Jun,16,15535
171,2021,Jun,17,14809
172,2021,Jun,18,10686
173,2021,Jun,19,8980
174,2021,Jun,20,8195
175,2021,Jun,21,12985
176,2021,Jun,22,12731
177,2021,Jun,23,14665
178,2021,Jun,24,13203
179,2021,Jun,25,12712
180,2021,Jun,26,10121
181,2021,Jun,27,5515
182,2021,Jun,28,13029
183,2021,Jun,29,12497
184,2021,Jun,30,11878
185,2021,Jun,31,5
186,2021,Jul,1,13359
187,2021,Jul,2,10497
188,2021,Jul,3,8951
189,2021,Jul,4,8360
190,2021,Jul,5,11052
191,2021,Jul,6,14068
192,2021,Jul,7,14161
193,2021,Jul,8,13402
194,2021,Jul,9,14073
195,2021,Jul,10,8535
196,2021,Jul,11,8638
197,2021,Jul,12,13647
198,2021,Jul,13,11885
199,2021,Jul,14,12633
200,2021,Jul,15,12865
201,2021,Jul,16,13217
202,2021,Jul,17,9099
203,2021,Jul,18,8210
204,2021,Jul,19,12014
205,2021,Jul,20,12124
206,2021,Jul,21,12402
207,2021,Jul,22,11869
208,2021,Jul,23,12771
209,2021,Jul,24,8435
210,2021,Jul,25,7689
211,2021,Jul,26,10567
212,2021,Jul,27,13261
213,2021,Jul,28,11967
214,2021,Jul,29,13171
215,2021,Jul,30,10624
216,2021,Jul,31,7548
217,2021,Aug,1,8062
218,2021,Aug,2,12358
219,2021,Aug,3,11616
220,2021,Aug,4,12200
221,2021,Aug,5,12231
222,2021,Aug,6,11568
223,2021,Aug,7,8248
224,2021,Aug,8,7033
225,2021,Aug,9,11498
226,2021,Aug,10,12455
227,2021,Aug,11,11774
228,2021,Aug,12,12762
229,2021,Aug,13,11952
230,2021,Aug,14,8482
231,2021,Aug,15,8723
232,2021,Aug,16,12709
233,2021,Aug,17,11963
234,2021,Aug,18,13432
235,2021,Aug,19,13436
236,2021,Aug,20,12779
237,2021,Aug,21,5159
238,2021,Aug,22,8254
239,2021,Aug,23,11660
240,2021,Aug,24,13080
241,2021,Aug,25,13836
242,2021,Aug,26,13483
243,2021,Aug,27,13101
244,2021,Aug,28,8769
245,2021,Aug,29,7535
246,2021,Aug,30,9572
247,2021,Aug,31,13469
248,2021,Sep,1,11128
249,2021,Sep,2,10108
250,2021,Sep,3,10803
251,2021,Sep,4,9229
252,2021,Sep,5,8228
253,2021,Sep,6,10896
254,2021,Sep,7,8833
255,2021,Sep,8,13019
256,2021,Sep,9,13940
257,2021,Sep,10,13654
258,2021,Sep,11,9063
259,2021,Sep,12,8266
260,2021,Sep,13,12963
261,2021,Sep,14,14517
262,2021,Sep,15,12676
263,2021,Sep,16,6018
264,2021,Sep,17,10016
265,2021,Sep,18,7904
266,2021,Sep,19,7901
267,2021,Sep,20,13436
268,2021,Sep,21,14928
269,2021,Sep,22,14682
270,2021,Sep,23,14490
271,2021,Sep,24,14405
272,2021,Sep,25,8682
273,2021,Sep,26,8985
274,2021,Sep,27,13278
275,2021,Sep,28,14729
276,2021,Sep,29,14718
277,2021,Sep,30,13759
278,2021,Sep,31,2
279,2021,Oct,1,12829
280,2021,Oct,2,9680
281,2021,Oct,3,8278
282,2021,Oct,4,14100
283,2021,Oct,5,12699
284,2021,Oct,6,13369
285,2021,Oct,7,14579
286,2021,Oct,8,14889
287,2021,Oct,9,9758
288,2021,Oct,10,9741
289,2021,Oct,11,14376
290,2021,Oct,12,15813
291,2021,Oct,13,16072
292,2021,Oct,14,15568
293,2021,Oct,15,15714
294,2021,Oct,16,9998
295,2021,Oct,17,9139
296,2021,Oct,18,14854
297,2021,Oct,19,16544
298,2021,Oct,20,16239
299,2021,Oct,21,15181
300,2021,Oct,22,15257
301,2021,Oct,23,10028
302,2021,Oct,24,9320
303,2021,Oct,25,15407
304,2021,Oct,26,16566
305,2021,Oct,27,16563
306,2021,Oct,28,15376
307,2021,Oct,29,16123
308,2021,Oct,30,10462
309,2021,Oct,31,10309
310,2021,Nov,1,13596
311,2021,Nov,2,12186
312,2021,Nov,3,17661
313,2021,Nov,4,16748
314,2021,Nov,5,16265
315,2021,Nov,6,10281
316,2021,Nov,7,9693
317,2021,Nov,8,15818
318,2021,Nov,9,17047
319,2021,Nov,10,17696
320,2021,Nov,11,17039
321,2021,Nov,12,16770
322,2021,Nov,13,9841
323,2021,Nov,14,9488
324,2021,Nov,15,9142
325,2021,Nov,16,16540
326,2021,Nov,17,16875
327,2021,Nov,18,16733
328,2021,Nov,19,16093
329,2021,Nov,20,10575
330,2021,Nov,21,9991
331,2021,Nov,22,15653
332,2021,Nov,23,17380
333,2021,Nov,24,17120
334,2021,Nov,25,16798
335,2021,Nov,26,17073
336,2021,Nov,27,10324
337,2021,Nov,28,9875
338,2021,Nov,29,16365
339,2021,Nov,30,17375
340,2021,Nov,31,3
341,2021,Dec,1,17891
342,2021,Dec,2,17446
343,2021,Dec,3,16898
344,2021,Dec,4,10282
345,2021,Dec,5,9633
346,2021,Dec,6,16549
347,2021,Dec,7,17914
348,2021,Dec,8,18354
349,2021,Dec,9,17625
350,2021,Dec,10,17122
351,2021,Dec,11,10613
352,2021,Dec,12,9605
353,2021,Dec,13,16380
354,2021,Dec,14,17787
355,2021,Dec,15,17880
356,2021,Dec,16,17828
357,2021,Dec,17,16976
358,2021,Dec,18,9991
359,2021,Dec,19,9185
360,2021,Dec,20,14472
361,2021,Dec,21,15281
362,2021,Dec,22,14681
363,2021,Dec,23,13378
364,2021,Dec,24,8199
365,2021,Dec,25,3747
366,2021,Dec,26,6775
367,2021,Dec,27,11078
368,2021,Dec,28,12057
369,2021,Dec,29,11486
370,2021,Dec,30,10891
371,2021,Dec,31,7869
