,anio,Mes,dia,viajes
170,2020,Jun,19,6880
171,2020,Jun,20,4667
172,2020,Jun,21,4210
173,2020,Jun,22,4903
174,2020,Jun,23,5638
175,2020,Jun,24,6341
176,2020,Jun,25,6112
177,2020,Jun,26,7282
178,2020,Jun,27,5723
179,2020,Jun,28,4780
180,2020,Jun,29,6133
181,2020,Jun,30,7463
182,2020,Jul,1,7358
183,2020,Jul,2,7997
184,2020,Jul,3,7383
185,2020,Jul,4,5720
186,2020,Jul,5,4242
187,2020,Jul,6,7288
188,2020,Jul,7,7416
189,2020,Jul,8,7727
190,2020,Jul,9,6926
191,2020,Jul,10,8510
192,2020,Jul,11,6679
193,2020,Jul,12,4976
194,2020,Jul,13,8137
195,2020,Jul,14,8389
196,2020,Jul,15,9016
197,2020,Jul,16,9018
198,2020,Jul,17,9019
199,2020,Jul,18,6637
200,2020,Jul,19,5964
201,2020,Jul,20,8669
202,2020,Jul,21,9235
203,2020,Jul,22,9397
204,2020,Jul,23,9441
205,2020,Jul,24,9709
206,2020,Jul,25,6717
207,2020,Jul,26,4991
208,2020,Jul,27,9317
209,2020,Jul,28,9871
210,2020,Jul,29,9291
211,2020,Jul,30,9140
212,2020,Jul,31,8632
213,2020,Aug,1,7129
214,2020,Aug,2,5539
215,2020,Aug,3,9247
216,2020,Aug,4,9222
217,2020,Aug,5,10420
218,2020,Aug,6,10069
219,2020,Aug,7,10363
220,2020,Aug,8,7100
221,2020,Aug,9,5438
222,2020,Aug,10,8701
223,2020,Aug,11,9737
224,2020,Aug,12,10051
225,2020,Aug,13,10204
226,2020,Aug,14,9128
227,2020,Aug,15,7159
228,2020,Aug,16,6114
229,2020,Aug,17,8541
230,2020,Aug,18,9586
231,2020,Aug,19,10111
232,2020,Aug,20,8977
233,2020,Aug,21,10804
234,2020,Aug,22,8156
235,2020,Aug,23,6226
236,2020,Aug,24,8033
237,2020,Aug,25,9844
238,2020,Aug,26,10025
239,2020,Aug,27,9341
240,2020,Aug,28,9358
241,2020,Aug,29,7163
242,2020,Aug,30,6429
243,2020,Aug,31,8722
244,2020,Sep,1,10443
245,2020,Sep,2,10730
246,2020,Sep,3,10464
247,2020,Sep,4,10341
248,2020,Sep,5,6833
249,2020,Sep,6,5946
250,2020,Sep,7,9430
251,2020,Sep,8,10088
252,2020,Sep,9,10973
253,2020,Sep,10,9362
254,2020,Sep,11,11090
255,2020,Sep,12,6859
256,2020,Sep,13,6345
257,2020,Sep,14,10383
258,2020,Sep,15,9281
259,2020,Sep,16,5114
260,2020,Sep,17,10779
261,2020,Sep,18,7400
262,2020,Sep,19,7281
263,2020,Sep,20,5612
264,2020,Sep,21,9853
265,2020,Sep,22,11576
266,2020,Sep,23,11631
267,2020,Sep,24,11278
268,2020,Sep,25,11262
269,2020,Sep,26,8480
270,2020,Sep,27,6600
271,2020,Sep,28,11406
272,2020,Sep,29,10130
273,2020,Sep,30,12034
274,2020,Oct,1,11747
275,2020,Oct,2,11627
276,2020,Oct,3,8679
277,2020,Oct,4,6853
278,2020,Oct,5,11183
279,2020,Oct,6,11643
280,2020,Oct,7,11591
281,2020,Oct,8,11980
282,2020,Oct,9,10811
283,2020,Oct,10,8841
284,2020,Oct,11,7153
285,2020,Oct,12,10710
286,2020,Oct,13,10724
287,2020,Oct,14,11477
288,2020,Oct,15,12339
289,2020,Oct,16,11917
290,2020,Oct,17,8810
291,2020,Oct,18,5759
292,2020,Oct,19,11156
293,2020,Oct,20,12022
294,2020,Oct,21,11813
295,2020,Oct,22,12014
296,2020,Oct,23,12102
297,2020,Oct,24,8390
298,2020,Oct,25,6982
299,2020,Oct,26,11153
300,2020,Oct,27,12069
301,2020,Oct,28,12023
302,2020,Oct,29,12001
303,2020,Oct,30,12146
304,2020,Oct,31,7868
305,2020,Nov,1,6059
306,2020,Nov,2,7815
307,2020,Nov,3,11048
308,2020,Nov,4,11187
309,2020,Nov,5,11263
310,2020,Nov,6,11516
311,2020,Nov,7,8192
312,2020,Nov,8,6575
313,2020,Nov,9,11157
314,2020,Nov,10,12084
315,2020,Nov,11,12122
316,2020,Nov,12,12046
317,2020,Nov,13,12023
318,2020,Nov,14,8030
319,2020,Nov,15,6041
320,2020,Nov,16,6602
321,2020,Nov,17,10951
322,2020,Nov,18,10638
323,2020,Nov,19,11352
324,2020,Nov,20,10447
325,2020,Nov,21,7829
326,2020,Nov,22,6513
327,2020,Nov,23,9967
328,2020,Nov,24,11377
329,2020,Nov,25,11287
330,2020,Nov,26,11396
331,2020,Nov,27,11707
332,2020,Nov,28,8141
333,2020,Nov,29,6414
334,2020,Nov,30,10238
335,2020,Dec,1,11461
336,2020,Dec,2,11531
337,2020,Dec,3,11358
338,2020,Dec,4,10833
339,2020,Dec,5,7870
340,2020,Dec,6,6352
341,2020,Dec,7,9875
342,2020,Dec,8,10852
343,2020,Dec,9,11021
344,2020,Dec,10,11156
345,2020,Dec,11,10596
346,2020,Dec,12,8243
347,2020,Dec,13,6466
348,2020,Dec,14,10244
349,2020,Dec,15,10846
350,2020,Dec,16,10979
351,2020,Dec,17,10472
352,2020,Dec,18,10928
353,2020,Dec,19,6229
354,2020,Dec,20,4780
355,2020,Dec,21,7527
356,2020,Dec,22,8043
357,2020,Dec,23,8047
358,2020,Dec,24,5333
359,2020,Dec,25,2519
360,2020,Dec,26,4377
361,2020,Dec,27,4038
362,2020,Dec,28,6468
363,2020,Dec,29,6555
364,2020,Dec,30,6826
365,2020,Dec,31,5135
